Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
IMG20260204225626.jpg,Fresh_Apple,6.32663453815261,14.63269947258915,9.238441767068274,13.679360010322418,0.7473509052795355,0.6638692113885069,0.6879189927666148,0.6437831756408539,0.9194377510040158,1.5263302204803146,1.2253333333333332,1.520169029531782,5.932382195081809,6.282499340219931,6.20083517453323,6.37123980380052,0.006444596054902338,0.004921137428209617,0.004901795777487459,0.004121072316054042,0.08027824147863691,0.07015081915565646,0.07001282580704381,0.06419557863322085,0.9962858762268977,0.9914198947100831,0.9945850650862542,0.9919783776725546
IMG20260204225637.jpg,Fresh_Apple,6.434377510040161,15.91122723827035,10.564562248995983,14.777326172158512,0.7791851579068814,0.676222283663944,0.7066109710962625,0.6739982521101044,0.8074859437751004,1.4315575555232982,1.1572690763052211,1.3828647925033468,5.614626514236884,6.013656030633779,5.895744073587213,6.020286421779746,0.008455139626780213,0.005928294195002999,0.006347218012612699,0.0056732744558517685,0.09195183318879625,0.07699541671426292,0.07966942959889131,0.07532114215711129,0.9954392700393766,0.9887376471973295,0.9925046457004131,0.9895403579840011
IMG20260204225638.jpg,Fresh_Apple,6.79831325301205,16.54836212319156,10.804497991967873,15.113982032547861,0.786652363906457,0.6850842221019696,0.7098901812069462,0.6756687424447141,0.807983935742972,1.4454444283156722,1.1727550200803214,1.4006548281479332,5.581273564980828,5.987705136814606,5.8882312058532,6.015461835037039,0.008805464040902568,0.006156482203447005,0.006409721391590458,0.005700113080197175,0.09383743411295178,0.07846325384182716,0.08006073564232631,0.0754990932408938,0.9953218065041746,0.9886303413261242,0.9925584606793524,0.9896159542368266
IMG20260204225640.jpg,Fresh_Apple,7.254409638554217,17.398687117949713,11.141493975903614,15.543862195771036,0.7720607574138709,0.6826978053929083,0.7051969395541706,0.6635382795195571,0.8509397590361446,1.4926210867566654,1.218827309236948,1.4634118804535412,5.647273400701504,6.019369896323481,5.926496314841848,6.070196991046404,0.008682711440138062,0.00647635638015934,0.006600465540878373,0.005728495099084083,0.0931810680349719,0.08047581239204324,0.08124324920187753,0.07568682249298145,0.9952720692439279,0.9886798440183309,0.992734701493476,0.9898867322890859
IMG20260204225642.jpg,Fresh_Apple,7.363694779116466,18.238270350478217,11.55505220883534,16.029676940694507,0.7640856059889678,0.6793417712406127,0.7026476049551944,0.6579216760116147,0.8914377510040161,1.5337010693375914,1.2347951807228916,1.5147820196448443,5.739569526969282,6.099895441869468,6.001879663945578,6.159254164033577,0.00810707207948259,0.006170309410890411,0.006258937242947694,0.005397132999508566,0.09003928075835896,0.07855131705382419,0.07911344539929792,0.07346518222606248,0.9954451225772587,0.9887280679903144,0.9928690061980786,0.9900925448000674
IMG20260204225643.jpg,Fresh_Apple,6.9996787148594395,17.579071305301532,11.611485943775099,15.495508136965537,0.7652729219280262,0.6856310341339246,0.7102750896009041,0.6625869357123298,0.8624578313253012,1.4969758552281416,1.2206104417670682,1.4716698117772298,5.67525474550492,6.027323808941743,5.926488338719591,6.092576546972366,0.00856515720714182,0.006636798785201312,0.00674384735730069,0.005696939665396607,0.09254813454166334,0.08146655010003377,0.08212093129830354,0.07547807407053128,0.995102266015535,0.9877170850345695,0.9918703979303639,0.9891729819982737
IMG20260204225647.jpg,Fresh_Apple,7.056867469879519,17.80374510088547,12.248835341365462,16.67519878711634,0.7590400160143339,0.6827780302233993,0.7136680903062199,0.662667819351364,0.8694297188755021,1.473685908291802,1.1989397590361446,1.471831099498395,5.796861278511252,6.134415869900676,6.019388424255836,6.1878205126322205,0.007099363816712633,0.005549944927491947,0.005779658005516041,0.0048004705350814724,0.08425772259391202,0.0744979525053672,0.07602406201668023,0.06928542801398771,0.9953321085686596,0.9882313788461108,0.9918998176700463,0.9889764587082644
IMG20260204225654.jpg,Fresh_Apple,5.417815261044177,13.926468927920515,9.644096385542168,13.773955258786149,0.7872923064917148,0.6923646007414526,0.7138050357633752,0.675323617009937,0.760722891566265,1.3360590958210352,1.1090281124497992,1.3446718601312884,5.664055513334617,6.038086352246469,5.954081157131755,6.091263613251928,0.007765862098998403,0.005477715857896958,0.005649249012112708,0.004908308367547897,0.08812412892618232,0.07401159272638955,0.07516148622873757,0.0700593203474591,0.9962155576534988,0.9902823485466741,0.9932581256599781,0.9903889231197188
IMG20260204225655.jpg,Fresh_Apple,5.571277108433736,14.129288237286495,9.774056224899601,13.849228238254222,0.7948064330078579,0.692642296857334,0.7145984983780125,0.6821656347662977,0.7526746987951808,1.3380106772471412,1.1057510040160645,1.3302688666311835,5.646373514517478,6.04533886387275,5.959089303630158,6.082918381087204,0.00782717762616732,0.005322938202481778,0.0055035412977210065,0.0049014935509620675,0.08847133787937944,0.07295846902506781,0.07418585645337665,0.07001066740834619,0.9960899919459565,0.9900921325885456,0.9931341651626547,0.9902886685441548
IMG20260204225701.jpg,Fresh_Apple,6.942184738955825,16.7097950033064,11.033718875502009,15.026338284866375,0.7725599922499506,0.6723719558151382,0.6982239636646661,0.6611474316424806,0.8662008032128513,1.4538475185884099,1.2054779116465864,1.4795567813422366,5.687030015277426,6.061532104533909,5.952061021433602,6.097148054850312,0.008456941146110548,0.006133526908566549,0.006514934017193271,0.0057063972167114285,0.09196162866168991,0.07831683668641468,0.08071514118920484,0.07554069907481284,0.9952924436529563,0.9886893301315706,0.9925236053295126,0.9898289040688767
